x-axis	1	2
second	Volt	Volt
-0.1	2.234347	4.629648
-0.0999	2.234347	4.227638
-0.0998	2.234347	3.825628
-0.0997	2.234347	3.458794
-0.0996	2.234347	3.182412
-0.0995	2.269523	2.860804
-0.0994	2.314749	2.619598
-0.0993	2.314749	2.418593
-0.0992	2.314749	2.217588
-0.0991	2.314749	2.056784
-0.099	2.390126	1.815578
-0.0989	2.35495	1.694975
-0.0988	2.395151	1.498995
-0.0987	2.395151	1.413568
-0.0986	2.395151	1.333166
-0.0985	2.35495	1.172362
-0.0984	2.395151	1.011558
-0.0983	2.395151	0.931156
-0.0982	2.395151	0.850754
-0.0981	2.395151	0.810553
-0.098	2.395151	0.68995
-0.0979	2.395151	0.654774
-0.0978	2.395151	0.609548
-0.0977	2.395151	0.574372
-0.0976	2.314749	0.448744
-0.0975	2.435352	0.408543
-0.0974	2.395151	0.368342
-0.0973	2.395151	0.368342
-0.0972	2.395151	0.368342
-0.0971	2.435352	0.28794
-0.097	2.395151	0.28794
-0.0969	2.430327	0.247739
-0.0968	2.395151	0.207538
-0.0967	2.475553	0.207538
-0.0966	2.470528	0.207538
-0.0965	2.430327	0.127136
-0.0964	2.395151	0.127136
-0.0963	2.395151	0.09196
-0.0962	2.395151	0.127136
-0.0961	2.395151	0.086935
-0.096	2.395151	0.046734
-0.0959	2.435352	0.046734
-0.0958	2.395151	0.046734
-0.0957	2.430327	0.046734
-0.0956	2.395151	0.046734
-0.0955	2.430327	0.011558
-0.0954	2.395151	-0.028643
-0.0953	2.435352	0.046734
-0.0952	2.475553	-0.033668
-0.0951	2.475553	0.006533
-0.095	2.395151	-0.028643
-0.0949	2.430327	0.006533
-0.0948	2.395151	-0.033668
-0.0947	2.475553	-0.033668
-0.0946	2.395151	-0.033668
-0.0945	2.475553	-0.033668
-0.0944	2.395151	0.046734
-0.0943	2.430327	-0.033668
-0.0942	2.470528	-0.033668
-0.0941	2.475553	-0.033668
-0.094	2.395151	-0.033668
-0.0939	2.395151	-0.068844
-0.0938	2.470528	-0.033668
-0.0937	2.475553	-0.033668
-0.0936	2.470528	-0.033668
-0.0935	2.395151	-0.073869
-0.0934	2.395151	-0.033668
-0.0933	2.475553	-0.033668
-0.0932	2.475553	-0.033668
-0.0931	2.395151	-0.033668
-0.093	2.395151	-0.033668
-0.0929	2.435352	-0.11407
-0.0928	2.395151	-0.109045
-0.0927	2.475553	-0.068844
-0.0926	2.395151	-0.033668
-0.0925	2.430327	-0.033668
-0.0924	2.395151	-0.109045
-0.0923	2.475553	-0.033668
