*	OSC1_Ch1	OSC1_Ch2
0	1.32918587247843E-7	0
0.00100000000000477	5.41361968586784E-8	0
0.00200000000000955	1.67252403038276E-8	0
0.00300000000001432	2.55295296014424E-9	0
0.00324758758377186	0.841630414672216	0
0.00324758778377543	1.8416478926514	0
0.00324769138380532	9.79061463146438	0
0.00324779378379958	9.78961213682431	0
0.00324799858380231	9.78760743991003	0
0.00324840818380778	9.78359926502324	0
0.00324922738380451	9.7755878281845	0
0.00325086578379796	9.75958461665196	0
0.00325414258379908	9.72765669614876	0
0.00326069618380131	9.66411351913081	0
0.00327380338380578	9.53826699363309	0
0.00330001778380051	9.29144793360844	0
0.00335244658380418	8.81664501470068	0
0.0034573041837973	7.93742319192097	0
0.00366701938379777	6.42552728934316	0
0.00383967524211926	5.39643469617139	0
0.00403719786558554	4.41780567275347	0
0.00427022835305024	3.48538145589222	0
0.00460599273962714	2.4660315008084	0
0.00504644369523533	1.54719351886038	0
0.00559019987900911	0.846890647752286	0
0.00624651237154694	0.384793516753499	0
0.00703558212383371	0.124866674158705	0
0.00800000125457245	0.00748268986110956	0
0.00900000125457723	-0.0201939817945496	0
0.010000001254582	-0.0176517234078615	0
0.0110000012545868	-0.0100825823673798	0
0.0120000012545916	-0.00453572121233181	0
0.0130000012545963	-0.00161206049638984	0
0.0140000012546011	-0.000382504154646579	0
0.0150000012546059	1.64087755600839E-5	0
0.0160000012546107	8.96278513771165E-5	0
0.0170000012546154	6.84205259893211E-5	0
0.0180000012546202	3.68108505153231E-5	0
0.019000001254625	1.57645752141278E-5	0
0.0200000012546298	5.24949006797115E-6	0
0.0210000012546345	1.04667701084082E-6	0
0.0220000012546393	-2.1255640536566E-7	0
0.0230000012546441	-3.793805269936E-7	0
0.0240000012546489	-2.60993140877019E-7	0
0.0250000012546536	-1.32918407835803E-7	0
0.0260000012546584	-5.41360987149631E-8	0
0.0270000012546632	-1.67251972271742E-8	0
0.0280000012546679	-2.55293874928952E-9	0
0.0282475875837633	-0.841608485277138	0
0.0282475877837669	-1.84162596326071	0
0.0282476913837968	-9.79062111623725	0
0.0282477937837911	-9.78961862093356	0
0.0282479985837938	-9.78761392269178	0
0.0282484081837993	-9.78360574515043	0
0.028249227383796	-9.77559430300554	0
0.0282508657837894	-9.75959108087349	0
0.0282541425837906	-9.72766313922308	0
0.0282606961837928	-9.66411992011766	0
0.0282738033837973	-9.53827331126607	0
0.028300017783792	-9.29145408776187	0
0.0283524465837957	-8.81665085437033	0
0.0284573041837888	-7.93742844924159	0
0.0286670193837892	-6.42553154526558	0
0.028839674748113	-5.39644099596733	0
0.0290371982262911	-4.41780697936255	0
0.0292702285657356	-3.48538298666493	0
0.0296059927457151	-2.46603311922453	0
0.030046443532413	-1.54719484546969	0
0.0305901994818498	-0.846891646588335	0
0.0312465117439302	-0.384794139902532	0
0.0320355812294508	-0.12486699327853	0
0.032999999999916	-0.00748280953887592	0
0.0339999999999208	0.0201939644963982	0
0.0349999999999255	0.0176517335048945	0
0.0359999999999303	0.0100825939046367	0
0.0369999999999351	0.00453572842273031	0
0.0379999999999399	0.00161206395725788	0
0.0389999999999446	0.000382505481260509	0
0.0399999999999494	-1.64084064420145E-5	0
0.0409999999999542	-8.96278214050916E-5	0
0.041999999999959	-6.84205758347822E-5	0
0.0429999999999637	-3.68108963852976E-5	0
0.0439999999999685	-1.57646019407487E-5	0
0.0449999999999733	-5.24950227465126E-6	0
0.0459999999999781	-1.04668143041664E-6	0
0.0469999999999828	2.12555311573936E-7	0
0.0479999999999876	3.79380536319474E-7	0
0.0489999999999924	2.60993366918427E-7	0
0.0499999999999972	1.32918587247843E-7	0
0.0510000000000019	5.41361968586784E-8	0
0.0520000000000067	1.67252403038276E-8	0
0.0530000000000115	2.55295296014424E-9	0
0.053247587583769	0.841630414672216	0
0.0532475877837726	1.8416478926514	0
0.0532476913838025	9.79061463146438	0
0.0532477937837967	9.78961213682431	0
0.0532479985837995	9.78760743991003	0
0.0532484081838049	9.78359926502324	0
0.0532492273838017	9.7755878281845	0
0.0532508657837951	9.75958461665196	0
0.0532541425837962	9.72765669614876	0
0.0532606961837985	9.66411351913081	0
0.0532738033838029	9.53826699363309	0
0.0533000177837977	9.29144793360844	0
0.0533524465838013	8.81664501470068	0
0.0534573041837945	7.93742319192097	0
0.0536670193837949	6.42552728934316	0
0.0538396752421164	5.39643469617139	0
0.0540371978655827	4.41780567275347	0
0.0542702283530474	3.48538145589222	0
0.0546059927396243	2.4660315008084	0
0.0550464436952325	1.54719351886038	0
0.0555901998790063	0.846890647752286	0
0.0562465123715441	0.384793516753499	0
0.0570355821238309	0.124866674158705	0
0.0580000012545696	0.00748268986110956	0
0.0590000012545744	-0.0201939817945496	0
0.0600000012545792	-0.0176517234078615	0
0.0610000012545839	-0.0100825823673798	0
0.0620000012545887	-0.00453572121233181	0
0.0630000012545935	-0.00161206049638984	0
0.0640000012545983	-0.000382504154646579	0
0.065000001254603	1.64087755600839E-5	0
0.0660000012546078	8.96278513771165E-5	0
0.0670000012546126	6.84205259893211E-5	0
0.0680000012546174	3.68108505153231E-5	0
0.0690000012546221	1.57645752141278E-5	0
0.0700000012546269	5.24949006797115E-6	0
0.0710000012546317	1.04667701084082E-6	0
0.0720000012546365	-2.1255640536566E-7	0
0.0730000012546412	-3.793805269936E-7	0
0.074000001254646	-2.60993140877019E-7	0
0.0750000012546508	-1.32918407835803E-7	0
0.0760000012546556	-5.41360987149631E-8	0
0.0770000012546603	-1.67251972271742E-8	0
0.0780000012546651	-2.55293874928952E-9	0
0.0782475875837605	-0.841608485277138	0
0.0782475877837641	-1.84162596326071	0
0.0782476913837939	-9.79062111623725	0
0.0782477937837882	-9.78961862093356	0
0.078247998583791	-9.78761392269178	0
0.0782484081837964	-9.78360574515043	0
0.0782492273837931	-9.77559430300554	0
0.0782508657837866	-9.75959108087349	0
0.0782541425837877	-9.72766313922308	0
0.07826069618379	-9.66411992011766	0
0.0782738033837944	-9.53827331126607	0
0.0783000177837891	-9.29145408776187	0
0.0783524465837928	-8.81665085437033	0
0.0784573041837859	-7.93742844924159	0
0.0786670193837864	-6.42553154526558	0
0.0788396747481102	-5.39644099596733	0
0.0790371982262883	-4.41780697936255	0
0.0792702285657327	-3.48538298666493	0
0.0796059927457122	-2.46603311922453	0
0.0800464435324102	-1.54719484546969	0
0.080590199481847	-0.846891646588335	0
0.0812465117439274	-0.384794139902532	0
0.082035581229448	-0.12486699327853	0
0.0829999999999131	-0.00748280953887592	0
0.0839999999999179	0.0201939644963982	0
0.0849999999999227	0.0176517335048945	0
0.0859999999999275	0.0100825939046367	0
0.0869999999999322	0.00453572842273031	0
0.087999999999937	0.00161206395725788	0
